671754865337569280	# breakupin5words i guess i can't love . 	-35.89310073852539
671758138580836352	# breakupin5words my tubes are tied now 	-43.69809341430664
671746897795788801	you don't get it up   # breakupin5words # pointsme 	-52.8708610534668
671765964225052672	it's not you , it's obama . # breakupin5words  # pointsme 	-58.542232513427734
671759072220332032	# breakupin5words sorry i'm not on online 	-37.971920013427734
671755327692476417	your sister cute as hell  # breakupin5words 	-43.38157653808594
671757318737010690	that wasn't your mom's number . # breakupin5words 	-47.517189025878906
671759994908483584	# breakupin5words hello from the other side ! ! ! 	-48.84004211425781
671748459205120000	i slept with charlie sheen  # breakupin5words 	-42.28185272216797
671755197975277573	# breakupin5words can't i just do both ? 	-41.63606262207031
671748897803472898	you kept smothering me . literally ! # breakupin5words # pointsme 	-62.144126892089844
671762363536662528	found my soulmate , it's me  # breakupin5words 	-46.004112243652344
671774358856077312	iswear by couple's therapy ! # breakupin5words 	-43.75841522216797
671755874919170049	# breakupin5words was addicted to polite misogyny . 	-40.51287078857422
671747689462284288	my cat doesn't like you   # breakupin5words # pointsme 	-54.42620849609375
671755109995425792	you don't do butt things  # breakupin5words 	-42.808040618896484
671750183835815936	i'm voting for donald trump  # breakupin5words 	-37.13930130004883
671756998862614529	# breakupin5words go to hell ? i'm there ! 	-46.39473342895508
671751869899800576	i've fallen for your mom   # breakupin5words 	-40.97350311279297
671754051948818432	# breakupin5words my beard is my identity ! 	-41.791812896728516
671750466569662464	add to the  # breakupin5words suggestions . . . . then sign-up for mybae ! 	-62.12200927734375
671753257463750656	you like it 'cosby' style ? # breakupin5words 	-47.28912353515625
671759188398313472	# breakupin5words the lord needs me now 	-42.410526275634766
671754345222971392	another bill from ashley madison ? # breakupin5words 	-48.5989990234375
671776915548561409	# breakupin5words it's not me , it's you . 	-41.83336639404297
671753913947697152	i prefer my body pillow  # breakupin5words 	-42.55746841430664
671760512531701760	# breakupin5words let's screw other people , ok ? 	-43.76456832885742
671760334953181185	not into star wars enough  # breakupin5words 	-38.89457321166992
671756490395533312	# breakupin5words regret purging our duplicate albums . 	-43.04975128173828
671762865519398912	# breakupin5words tom , it's me or scientology . 	-42.09727478027344
671777395838345216	my dog gives better oral  # breakupin5words 	-44.25080490112305
671764573607870464	i'm sleeping with your mom  # breakupin5words 	-42.46754455566406
671754245331361792	# breakupin5words let's just be friends , ok ? 	-42.44028854370117
671756738312433664	# breakupin5words stayed for the old dog . 	-37.27235794067383
671750841871790080	i slept with your sister  # breakupin5words 	-42.718101501464844
671748094535561216	# breakupin5words so . . . . i'll call you or . . . ? 	-50.28313064575195
671756792393764864	# breakupin5words let's do this again ? no . 	-45.476863861083984
671747030964944897	# breakupin5words  aren't those your earrings babe ? 	-44.63724136352539
671750201372188672	it's not me , it's you  # breakupin5words 	-43.91971969604492
671758315601469444	# breakupin5words help ! this bitch is cray ! 	-47.9910888671875
671748178308440064	viagra didn't work on you   # breakupin5words # pointsme 	-53.56328201293945
671776401352204288	greedo totally did shoot first . # breakupin5words 	-47.29973220825195
671747720097497088	# breakupin5words it's either me or football 	-43.93211364746094
671757420130140160	# breakupin5words i bought you some spanx . 	-40.68841552734375
671764468225937409	not going to happen , bitch # pointsme   # breakupin5words 	-56.353614807128906
671755686368382976	the walking dead sucks , babe  # breakupin5words 	-37.47709655761719
671776891972378624	your vagina tastes like mom . # breakupin5words 	-47.82715606689453
671547223499493376	hello from the other siiiiiiiiiiiide  # breakupin5words # pointsme 	-51.5977668762207
671747797738258433	why is our baby white ? # breakupin5words 	-47.329227447509766
671748338455302145	# breakupin5words you had me , but now . . . . 	-44.85944366455078
671757083558199296	# breakupin5words # pointsme caught myself using another hand 	-55.37019348144531
671761169930133505	we met on singled out  # breakupin5words  # pointsme 	-52.86690139770508
671558265071775744	hey , can we not talk ? # breakupin5words # pointsme 	-59.741355895996094
671759532461326337	i am better than you  # breakupin5words 	-39.775264739990234
671750248373477376	your mixtape is not lit . # breakupin5words 	-45.392452239990234
671613839448805376	come watch my improv group ? # breakupin5words # pointsme 	-57.66518020629883
671747400034295808	seriously ! . . . is it in yet ? # breakupin5words 	-52.81433868408203
671764082010120192	you're the weakest link , goodbye ! # breakupin5words 	-49.894771575927734
671772114513321984	god's only true bc's abstinence ! # breakupin5words 	-50.004398345947266
671748376094896128	your vagina is to big . # breakupin5words  # pointsme 	-55.39226150512695
671762564427067393	can i have a refund ? # breakupin5words 	-46.78501892089844
671752502077878272	i'm an indica , you're sativa   # breakupin5words 	-43.303001403808594
671773791048089601	the tests came back positive  # breakupin5words 	-39.437721252441406
671747931184209920	# breakupin5words you're  either in or out 	-37.45213317871094
671748644069076992	polishing your nails during sex   # breakupin5words # pointsme 	-55.2769660949707
671750668437364736	# breakupin5words let's go dutch , that cool ? 	-45.03713607788086
671754795884126212	# breakupin5words i'm not calling the cops 	-38.99371337890625
671757896674230273	# breakupin5words i'm pure until we marry . 	-41.92157745361328
671756767315886080	i hate dogs , and you . # breakupin5words 	-46.11760330200195
671771286222340097	fallout 4 is out now . # breakupin5words 	-44.08456802368164
671751473949106176	# breakupin5words  i just met my yoko 	-42.15230178833008
671547119363186688	dear john , what are those ? ? ? # breakupin5words # pointsme 	-70.96357727050781
671773377233821696	but i won't do that  # breakupin5words 	-42.588890075683594
671777720729112577	new england patriots quarterback manziel  # breakupin5words  # pointsme 	-46.192710876464844
671770793492123649	ionly date staunch republicans . # breakupin5words 	-41.94718551635742
671755477919924224	# breakupin5words # pointsme tebow couldn't find end zone 	-55.37202835083008
671662916748357634	the spaceship is arriving tomorrow . # breakupin5words # pointsme 	-55.616485595703125
671750922167582720	havin' a gay ol' tiiiiiiiiiiiime  # breakupin5words 	-43.52216339111328
671758919593689088	hilarity as  # breakupin5words sweeps twitter  via 	-42.069828033447266
671768958064844800	wait . . . your mom is sexting  # breakupin5words 	-50.255210876464844
671755197891420160	# breakupin5words went black , despises all clichs . 	-43.04338836669922
671747243951726595	you didn't come with instructions ! # breakupin5words # pointsme 	-59.51888656616211
671754300809420800	your twin sister is hotter . # breakupin5words 	-46.27311706542969
