721025835080249350	free larry bird #addsportsruinasong @midnight
721048747275214848	rollin' derby in the deep @midnight @hardwick #addsportsruinasong 
721030085780721664	#addsportsruinasong @midnight   running back that thing up
721036608128950272	your sister can't twist (but she can throw a ball) #addsportsruinasong @midnight
721044451313848321	ray rice rice baby...baby? @midnight #addsportsruinasong
721027498159575040	@midnight abc its easy as ped #addsportsruinasong
721025728179998720	don't stop believing you're apart of the team #addsportsruinasong  @midnight
721043908612988929	backstreets put back dunk. #addsportsruinasong @midnight
721025953942650880	@midnight #addsportsruinasong baby i like it, when you sink that basket
721023760577355776	@midnight back nine in black #addsportsruinasong
721050002991099904	when we were steve young #addsportsruinasong @midnight
721021611185479684	@midnight steroids heart #addsportsruinasong #pointsme
721046181619458049	you're so vain, you probably think this song is about yu darvish. #addsportsruinasong @midnight
721054909013995520	love is a football field #addsportsruinasong @midnight
721034679596552192	"@midnight duran duran's ""ski-o"" #addsportsruinasong"
721025637968846848	@midnight sgt pepper's lonely darts club #addsportsruinasong
721049425582374912	#addsportsruinasong @midnight runningback on empty
721038054400495617	john i'm only fencing  #addsportsruinasong @midnight
721023800616316928	bowlin' down the river #addsportsruinasong @midnight
721034063021256704	@midnight highway to the astro dome #addsportsruinasong
721024746792595456	me and julio jones down by the schoolyard #addsportsruinasong @midnight
721031083748388865	i didn't start the fight #addsportsruinasong @midnight
721020179174580226	@midnight o.l.y.m.p.a. #addsportsruinasong #pointsme
721040806987956229	"#addsportsruinasong @midnight ""smoke two joints"" the michael phelps song"
721047144686350344	rugby a lady tonight #addsportsruinasong @midnight
721019428910014464	pin ball wizard #addsportsruinasong @midnight 
721021189821440000	@midnight endzone bling #addsportsruinasong #pointsme
721021312320344064	@midnight every course is a driving road #addsportsruinasong #pointsme
721020663029366785	shaq in black #addsportsruinasong @midnight
721022409294237696	dunk in love @midnight #addsportsruinasong
721030727702355968	@midnight cleveland indian outlaw #addsportsruinasong
721055505578385410	world series of poker face #addsportsruinasong @midnight
721055258055548928	#addsportsruinasong @midnight se7en iron
721018686484549632	ortiz, you don't have to play for the red sox  #addsportsruinasong @midnight 
721029043034791936	@midnight look at this photograph finish. #addsportsruinasong
721025090549366784	it's the tight end of the world as we know it (and i feel fine) #addsportsruinasong  #hashtagwars @midnight @hardwick
721044711633387520	ac/dc's big deflated balls #addsportsruinasong @midnight
721048502164406273	#addsportsruinasong @midnight  i don't want no subs
721046584658530304	it's a thin line between love and third base. #addsportsruinasong @midnight
721026203189121024	@midnight you cant always get the patriots lawyers #addsportsruinasong
721025380593741824	"@midnight ""sudden deathly, last summer"" #addsportsruinasong"
721020544410390530	@midnight stayin' alive (by bruce jenner) #addsportsruinasong #pointsme
721050270025670656	@comedycentral @richeisen @midnight come as yu darvish #addsportsruinasong
721031425181376515	@midnight baby got running back #addsportsruinasong
721030133167992832	@midnight november baseball rain. #addsportsruinasong
721040967181008897	give a little bunt #addsportsruinasong  @midnight
721018502845501440	smells like team spirit #addsportsruinasong @midnight
721037331604475904	#addsportsruinasong @midnight girls just wanna have salary parity
721022392391352324	lucy in the baseball diamond #addsportsruinasong @midnight
721034038597840896	knock, knock, knockin' on the final four #addsportsruinasong @midnight
721038102102466560	blue collar manning #addsportsruinasong @midnight
721030184971800576	fifa las vegas #addsportsruinasong @midnight
721020471936946176	dream team weaver #addsportsruinasong @midnight
721020747448246273	@midnight out of the tiger woods #addsportsruinasong #pointsme
721044630188515328	eye of the tiger woods #addsportsruinasong @midnight
721053115365982208	@comedycentral @richeisen @midnight #addsportsruinasong stairway to kevin mchale
721039789147889664	"bon jovi's ""shot from half court (and you've won the game)"" #addsportsruinasong @midnight"
721037061487259648	they see me rollin'. they be peyton. #addsportsruinasong @midnight
721022551141543936	.@midnight what if tonya harding was one of us #addsportsruinasong
721033393673277440	@midnight the indy 500 miles #addsportsruinasong
721043969992470528	#addsportsruinasong build me up shufflepuck @midnight
721046744302284801	love shaq   #addsportsruinasong @midnight
721032909549932544	@midnight shot puttin' on the ritz #addsportsruinasong
721032827651887104	"#addsportsruinasong ""take... mike trout to the ball... game..."" @midnight"
721042071700811776	fly like a philadelphia eagle #addsportsruinasong @midnight
