674677307274080261	i like big hutt's and i cannot lie  @ midnight  # hiphopstarwars 
674446734949511168	it's a trap queen . # hiphopstarwars  @ midnight 
674673139054440449	"@ midnight  : notorious  "" uff-tee-dee ! "" # hiphopstarwars "
674674921893593090	i'm going  ( going ) back  ( back ) to naboo  ( naboo ) . . . @ midnight  # hiphopstarwars  # pointsme 
674670778625855488	# hiphopstarwars  @ midnight pm thrawn  
674670211275071488	@ midnight  # pointsme   # hiphopstarwars  mi-lincoln-ium nav-con 
674673171279122432	straight outta sarlacc  # hiphopstarwars  @ midnight  
674660452165533696	from the windows to the wall till the sweat drop down my bb-8 . # hiphopstarwars  @ midnight 
674674268349820928	ice , ice find your lack of baby disturbing  # hiphopstarwars  # pointsme  @ midnight 
674664622067159040	"the kessel run dmc's  "" my a-grievous "" # hiphopstarwars  @ midnight  # pointsme "
674673123195662336	so just chill 'til the next episode -it's only 9 days away  # hiphopstarwars  @ midnight  # pointsme 
674659446472118272	meek millennium falcon  # hiphopstarwars  @ midnight 
674670366107766784	@ midnight  # pointsme   # hiphopstarwars  deez aren't the nutz you're looking for . 
674669833712201728	@ midnight  # pointsme   # hiphopstarwars  fubu the hutt 
674680340397473792	lil x-wing  @ midnight  # hiphopstarwars 
674680027724689410	tat-2-ween  @ midnight  # hiphopstarwars 
674662214373122048	jar jar blings  # hiphopstarwars  @ midnight  # pointsme 
674684462572040192	@ midnight  # hiphopstarwars  live the life of a protocol , until the day i die , live the life of a translator  ( all eyes on 3 ) 
674671381800448000	2 chainz'd to jabba in a metal bikini  # hiphopstarwars  # pointsme  @ midnight 
674665127174533120	queen lat-atifa  # hiphopstarwars   @ midnight 
674679486038843393	# hiphopstarwars  # pointsme  @ midnight mc walking carpet 
674659654165782528	all about that rebel base  @ midnight  # hiphopstarwars  # pointsme 
674679401745903616	@ midnight knuck if you malltobuck  # hiphopstarwars 
674673485369597952	@ midnight  # hiphopstarwars i can't feel my face , by the weeknd , featuring jango fett . . . you know , since his head got sliced off by windu . 
674672577957105664	anakin i get a f ** k you ? # hiphopstarwars  @ midnight 
674674861369778177	if drake came out with a concept album under the stage name lando kadrizzyan , i'd be a fan . # hiphopstarwars  @ midnight 
674446455688396800	dmx-wing  @ midnight  # hiphopstarwars 
674677843213885440	@ midnight  # hiphopstarwars what's the difference between han and luke 
674670371128250369	lil x-wayne fighter  # hiphopstarwars  @ midnight  # pointsme 
674675547830534144	can't feel my face - the droids  # hiphopstarwars  @ midnight 
674660188121534464	ain't nothing but a jar jar thang . # hiphopstarwars  # ohgodimsosorry  @ midnight 
674666478621212672	lil wayne kenobi  # hiphopstarwars  # pointsme  @ midnight 
674670788620890112	easy-ewoks on the moon of eminendor  # hiphopstarwars  @ midnight  # pointsme 
674679182907998208	# hiphopstarwars i left my clone in el kamino . . . gotta get him , i gotta get him . @ midnight 
674667298779623424	world deathstar hop  # hiphopstarwars  # pointsme  @ midnight 
674678917387587584	ma$e windu  # hiphopstarwars  @ midnight 
674682963070615552	master yoda p  # hiphopstarwars  @ midnight  
674665078776455168	raekwon jin  @ midnight   # hiphopstarwars 
674669394702696448	star wars episode ii : attack of the autotune  # hiphopstarwars  @ midnight 
674681112770256896	mr han solo dolo  # hiphopstarwars  # kidcudi  @ midnight 
674670318779281413	@ midnight i'm in love with the solo  # hiphopstarwars 
674675778559299584	"@ midnight  : notorious  "" uff-tee-dee ! "" # hiphopstarwars  "
674675316330106880	smokin endor , sippin on gin and juice  # hiphopstarwars  @ midnight 
674676767538307072	# hiphopstarwars  @ midnight i love it when they call me big boba  
674446328206925824	u can't touch this . . . because she's your sister  # hiphopstarwars  @ midnight 
674674227589595138	"@ midnight  : yeeeaaahhh , droooiiid ! "" # hiphopstarwars  "
674677808480686081	meek millennium wiz khalifalcon  # hiphopstarwars  @ midnight 
674665211484327936	the drake side of the force ! # hiphopstarwars  @ midnight  # pointsme 
674664731937005568	the kessel run dmc  # hiphopstarwars  @ midnight  # pointsme 
674669385924124673	# hiphopstarwars  # pointsme  @ midnight i find your lack of bling disturbing 
674671143710760960	straight outta mos eisley  # hiphopstarwars  @ midnight 
674667415309914112	big baby grievous  @ midnight   # hiphopstarwars  # pointsme 
674671611207897089	x-wing clan ain't nutin' to fuck with  # hiphopstarwars  # pointsme  @ midnight 
674673345128828928	han get low  # hiphopstarwars   @ midnight 
674666799904911360	darth lil wayne  # hiphopstarwars  # pointsme  @ midnight 
674480221379276800	iggy aza-leia  # hiphopstarwars  @ midnight  # pointsme 
674670900948676608	notorious j . a . b . b . a  # hiphopstarwars  # pointsme  @ midnight 
674665676964016128	c3p-diddy o  # hiphopstarwars  @ midnight  # pointsme 
674677944887873536	@ midnight boba fett wap  # hiphopstarwars  # pointsme 
674664896009670656	eazy e-wokk  @ midnight  # hiphopstarwars 
674684523024670720	@ midnight kessel run dmc  # hiphopstarwars 
674665330296270848	force push it good  @ midnight  # hiphopstarwars 
674448997600247808	turn down for watto  # hiphopstarwars  @ midnight 
674670469161857024	@ midnight  # pointsme   # hiphopstarwars  biggie shot first 
674676394790625281	@ midnight run dmc-3po  # hiphopstarwars 
674659672918499328	jawa rule  # hiphopstarwars  @ midnight 
674662245570220033	@ midnight  # hiphopstarwars   # easy e . wok 
674669968718503936	@ midnight  # pointsme   # hiphopstarwars  eminendor 
674680727242436608	@ midnight ice tk-421  # hiphopstarwars 
674683437031100416	@ midnight lil' jango  # hiphopstarwars 
674679086485139456	mos espa and talib kasyyyk are black sarlacc  @ midnight  # hiphopstarwars  # pointsme 
674672410407276544	# hiphopstarwars  @ midnight i said a hip hutt , jabba the hutt  , a hip hop jabba the hutt . word to ya bantha ! 
674661397339480065	@ midnight bounty hunters : og since '88  # hiphopstarwars 
674446041777881088	ewok this way  # hiphopstarwars  @ midnight 
674681630150287360	i'm a classic han . you can be mean if you gotta wookie . i'm a classic han . . . i'm a classic ha-ann . . . # hiphopstarwars  @ midnight 
674683884659998720	@ midnight de la han solo  # hiphopstarwars 
674677865393311745	@ midnight qui-gon gin and juice  # hiphopstarwars 
674663677174353920	boba fetty wap  # hiphopstarwars  @ midnight  # pointsme 
674678817227603968	afromanakin skywalker  # hiphopstarwars  @ midnight 
674671353685917697	jedi mind tricks  # hiphopstarwars  @ midnight 
674667279951355904	ol' dirty blaster  @ midnight   # hiphopstarwars  # pointsme 
674670693523525638	@ midnight  # pointsme   # hiphopstarwars  youngling m . c . 
674677324466491392	@ midnight clone soulja-boy  # hiphopstarwars 
674679571678105600	@ midnight jedi holochronic  # hiphopstarwars 
674683553142190081	@ midnight jedi master sifo-yeezus  # hiphopstarwars 
674663139057623040	@ midnight nerf herders with attitude  # hiphopstarwars 
674677743859142656	@ midnight obi-won kenobie trice  # hiphopstarwars 
674664362934591488	the next episode   @ midnight  # hiphopstarwars 
674446409920200704	started from the bothan  # hiphopstarwars  @ midnight   # pointsme 
674680611689259008	straight outta hoth  @ midnight  # hiphopstarwars 
674662482317697024	@ djacoby has  @ jalenrose heard of  # hiphopstarwars ? can you guys come up with similar fun mashups ? @ midnight 
674675528654131200	emin-endor  @ midnight  # hiphopstarwars  # pointsme 
674456551449567233	move , sith ! get out the way . # hiphopstarwars  @ midnight 
674666963600195584	shame on a jawa who tried to run game on a jawa . . . # hiphopstarwars  @ midnight  # pointsme 
674671252913655808	c3opp  # hiphopstarwars   @ midnight 
674673090475917313	wookie flaka flame  @ midnight  # hiphopstarwars 
674672441424150528	# hiphopstarwars straight outta dagobah  @ midnight  # pointsme 
674671834143551488	@ markjweather qui-gon jinn and juice  # hiphopstarwars  @ midnight 
674670506360987649	snoop dugg  # hiphopstarwars  @ midnight 
674664229450858496	snoop doggy pod race  @ midnight  # hiphopstarwars 
674448116070813696	# hiphopstarwars suge jedi knight  @ midnight 
674666204347412485	notorious b . i . g . g . s . # hiphopstarwars  @ midnight  # pointsme  
674460463321636864	trooper butter  # hiphopstarwars  @ midnight 
