676279449030164480	Frosty The Ho-man #RuinAChristmasMovie @midnight #PointsMe	5.20805880867e-119
676280331603963904	Love Factually #RuinAChristmasMovie @midnight #PointsMe	2.71721742218e-109
676141892677996544	A Chris in Carole #RuinAChristmasMovie @midnight	4.84164626203e-82
675886919037923328	Christmas With The Trumps #RuinAChristmasMovie @midnight	1.20447335513e-136
676245948842901504	A Charlie Brown Christmas as told by Jeff Dunham #RuinAChristmasMovie @midnight	7.60376300971e-192
676157637461999616	#RuinAChristmasMovie @midnight #pointsme The Hebrew MC Hammer	2.05306080175e-116
675913707130511360	@midnight  @nerdist  #PointsMe  Frosty the Crystal Meth Man #RuinAChristmasMovie	1.35409885313e-152
676206336867106816	Whites-Only Christmas #RuinAChristmasMovie @midnight	1.01342047159e-114
675920632341639168	@midnight @nerdist #PointsMe  Unlikeable Angel #RuinAChristmasMovie	1.4214540614e-93
676070303575994369	The Red and Green Mile #RuinAChristmasMovie @midnight	4.91541764777e-104
675937550998102017	.@midnight #RuinAChristmasMovie Whites Only Christmas	1.1828783646e-113
676206615733780480	The Nut-Rupturer #RuinAChristmasMovie @midnight	2.57944456611e-99
675913886172708864	@nerdist @midnight #PointsMe  A Chrismas Will Farrell #RuinAChristmasMovie	1.18089462412e-98
676103839313973248	White Christmas In My Pants #RuinAChristmasMovie @midnight	7.17946266539e-129
676082195103109122	"@midnight ""It's a marginal life."" #RuinAChristmasMovie"	1.57436320916e-121
675900405663047680	White Supremacist Christmas #RuinAChristmasMovie @midnight	1.72432366083e-126
676158999545421824	#RuinAChristmasMovie @midnight #pointsme Babes in Sex-Toyland	6.74080283412e-109
676063155882213376	Rudolph The Red Assed Baboon #RuinAChristmasMovie @midnight	5.19959350659e-144
676278091589804032	The Santa Claws #RuinAChristmasMovie @midnight #PointsMe	3.55060232195e-89
675912219146584064	@midnight @nerdist #PointsMe  A Christmas Abduction Story #RuinAChristmasMovie	7.25220304005e-101
676076582373494784	I can't wait to get CatFished again #RuinAChristmasMovie #PointsMe @midnight	7.77838049514e-125
676281760091631616	Adolph The White-Nosed Reindeer #RuinAChristmasMovie @midnight #PointsMe	5.94617006258e-116
676335135130718208	A Year Without Santa Claus, Because He Doesn't Exist. #RuinAChristmasMovie @midnight  #PointsMe	0.0
675887233103073281	National Lampoon's Christmas Stay-cation  #RuinAChristmasMovie @midnight	2.26139710945e-154
675929105859153920	@midnight Jingle All The Way starring Colin Firth and Chiwetel Ejiofor. #RuinAChristmasMovie	1.28801138298e-179
676282810135617536	The Nutsmacker #RuinAChristmasMovie @midnight #PointsMe	3.80940955618e-89
675914533966241793	@midnight @nerdist #PointsMe  I Won't be Johnathan Taylor Thomas for Christmas :( #RuinAChristmasMovie	1.16862838794e-166
676296354231017472	@midnight How the grinch stole my sister's virginity. #RuinAChristmasMovie	9.28906065184e-157
676284537844981760	A Charlie Sheen Christmas #RuinAChristmasMovie @midnight #PointsMe	5.1727079085e-95
676207537742483457	K.I.S.S. Saves Santa 2: Bloody K.I.S.S.Mas #RuinAChristmasMovie @midnight @FamilyGuyonFOX	1.17516308728e-173
676001245874642945	@midnight  David Cop-a-feel #RuinAChristmasMovie	3.24235650604e-117
676206773804515329	Babes in Thailand #RuinAChristmasMovie @midnight	2.05035388975e-84
676283592058740736	The Molar Express #RuinAChristmasMovie @midnight #PointsMe	1.55351232274e-82
676205832204226560	It's a Mediocre Life #RuinAChristmasMovie @midnight	1.4566321159e-107
676288524790796288	@midnight #RuinAChristmasMovie Bad Santa vs. The Martians	3.84638099333e-124
676161155287617536	#RuinAChristmasMovie @midnight #pointsme A Child's Christmas in Whales.	2.66338232493e-114
675912661943451650	@midnight @nerdist #PointsMe  A Christmas Eviction Notice on a a Shelf #RuinAChristmasMovie	1.79778208646e-140
