718470073606746117	718467538783498240	1
718470073606746117	718468378319454208	1
718470073606746117	718479813204426753	1
718470073606746117	718480530358951936	1
718470073606746117	718488300068077568	1
718470073606746117	718493943952846848	1
718470073606746117	718498158125326337	1
718470073606746117	718492320266526720	1
718470073606746117	718495611532644353	1
718470073606746117	718491761291718656	1
718470073606746117	718475697497509888	1
718470073606746117	718491807080923136	1
718470073606746117	718488397271166976	1
718470073606746117	718484299536670720	1
718470073606746117	718464972389416961	1
718470073606746117	718484052345544704	1
718470073606746117	718493409661427713	1
718470073606746117	718495214940205056	1
718470073606746117	718493236831076353	1
718470073606746117	718462551022034944	1
718470073606746117	718488772959023104	1
718470073606746117	718483747323191300	1
718470073606746117	718493018555342849	1
718470073606746117	718465772725673985	1
718470073606746117	718463956248080384	1
718470073606746117	718491279089250304	1
718470073606746117	718464338487570432	1
718470073606746117	718465844976754688	1
718470073606746117	718492500298575873	1
718470073606746117	718495056815124480	1
718470073606746117	718463496464265216	1
718470073606746117	718478798719741953	1
718470073606746117	718465463429251072	1
718470073606746117	718917307834114048	1
718470073606746117	718489926543765504	1
718470073606746117	718489190921478145	1
718470073606746117	718474127422656512	1
718470073606746117	718490135977922561	1
718470073606746117	718468060500344834	1
718470073606746117	718492795267194880	1
718470073606746117	718467804203122688	1
718470073606746117	718500679879294976	1
718470073606746117	718467960424239104	1
718470073606746117	718503857320435713	1
718470073606746117	718493874432425984	1
718470073606746117	718494856230776832	1
718470073606746117	718495756529721344	1
718470073606746117	718280766757695488	1
718470073606746117	718469330799865856	1
718470073606746117	718488449020375041	1
718470073606746117	718477703058468865	1
718470073606746117	718478561682853888	1
718470073606746117	718482325915308032	1
718470073606746117	718494478982512640	1
718470073606746117	718282336752766977	1
718470073606746117	718490462059802624	1
718470073606746117	718466065580343296	1
718470073606746117	718308771349598208	1
718470073606746117	718479650930966528	1
718470073606746117	718493903717081092	1
718470073606746117	718487933230034944	1
718470073606746117	718281049462194176	1
718470073606746117	718494119039905792	1
718470073606746117	718480728468500480	1
718470073606746117	718280197536145409	1
718470073606746117	718461948300521472	1
718470073606746117	718466832873574402	1
718470073606746117	718492492015013888	1
718470073606746117	718500245835882500	1
718470073606746117	718465203109773312	1
718470073606746117	718487338863697921	1
718470073606746117	718503555783598080	1
718470073606746117	718497846098468864	1
718470073606746117	718478869406355456	1
718470073606746117	718474159471222784	1
718470073606746117	718495019401764864	1
718470073606746117	718496474695225344	1
718470073606746117	718463336418054144	1
718470073606746117	718501277689196544	1
718470073606746117	718469984419258368	1
718470073606746117	718502498302959618	1
718470073606746117	718471386637955072	1
718470073606746117	718488373816467456	1
718470073606746117	718497730297880576	1
718470073606746117	718464633791758336	1
718470073606746117	718468628648194050	1
718470073606746117	718500867675041792	1
718470073606746117	718500410680586240	1
718470073606746117	718484403408736256	1
718470073606746117	718476341503516673	1
718470073606746117	718325805571563521	1
718470073606746117	718467802902958080	1
718470073606746117	718498973812588545	1
718470073606746117	718501943174307841	1
718470073606746117	718489745932693505	1
718470073606746117	718463303887011841	1
718470073606746117	718491642278359040	1
718470073606746117	718289037543534592	1
718470073606746117	718462861769617408	1
718470073606746117	718313762063851521	1
718470073606746117	718479522845356032	1
718470073606746117	718476413104291840	1
718470073606746117	718499808139460610	1
718470073606746117	718463608896811008	1
718470073606746117	718467013576953856	1
718470073606746117	718500868304179200	1
718470073606746117	718500581011103745	1
718470073606746117	718483448378200064	1
718470073606746117	718492096160641024	1
718470073606746117	718504651151122432	1
718470073606746117	718463871032434688	1
718470073606746117	718476703165755392	1
718470073606746117	718487055731306496	1
718470073606746117	718501532778541056	1
718470073606746117	718465268901670914	1
718470073606746117	718462419849342977	1
718470073606746117	718495832304005120	1
718470073606746117	718497958396829697	1
718470073606746117	718485290864799744	1
718470073606746117	718470631885533184	1
718470073606746117	718479362111250432	1
718470073606746117	718500001329111040	1
718470073606746117	718467057986248704	1
718470073606746117	718470799980695555	1
718470073606746117	718482553641025536	1
718470073606746117	718489565099634688	1
718470073606746117	718477996777218050	1
718470073606746117	718503671965839360	1
718470073606746117	718476224666808320	1
718470073606746117	718282426418663425	1
718470073606746117	718464424869101568	1
718470073606746117	718466935747436544	1
718470073606746117	718501469427662849	1
718470073606746117	718469207331987456	1
718470073606746117	718498363172212740	1
718470073606746117	718462300986839040	1
718470073606746117	718486187133046784	1
718470073606746117	718501251160416256	1
718470073606746117	718461890221879296	1
718470073606746117	718478985483710468	1
718470073606746117	718475820952588288	1
718470073606746117	718464749130883072	1
718470073606746117	718489123221147649	1
718470073606746117	718504806667538432	1
718470073606746117	718476154886295552	1
718470073606746117	718493243026075648	1
718470073606746117	718467279982301184	1
718470073606746117	718472922797453313	1
718470073606746117	718466875022249984	1
718470073606746117	718467688549466112	1
718470073606746117	718499546100158464	1
718470073606746117	718502946388840453	1
718470073606746117	718466175987032065	1
718470073606746117	718501831521886208	1
718470073606746117	718489568920514560	1
718470073606746117	718492782822731776	1
718467538783498240	718468378319454208	1
718467538783498240	718479813204426753	1
718467538783498240	718480530358951936	1
718467538783498240	718488300068077568	1
718467538783498240	718493943952846848	1
718467538783498240	718498158125326337	1
718467538783498240	718492320266526720	1
718467538783498240	718495611532644353	1
718467538783498240	718491761291718656	1
718467538783498240	718475697497509888	1
718467538783498240	718491807080923136	1
718467538783498240	718488397271166976	1
718467538783498240	718484299536670720	1
718467538783498240	718464972389416961	1
718467538783498240	718484052345544704	1
718467538783498240	718493409661427713	1
718467538783498240	718495214940205056	1
718467538783498240	718493236831076353	1
718467538783498240	718462551022034944	1
718467538783498240	718488772959023104	1
718467538783498240	718483747323191300	1
718467538783498240	718493018555342849	1
718467538783498240	718465772725673985	1
718467538783498240	718463956248080384	1
718467538783498240	718491279089250304	1
718467538783498240	718464338487570432	1
718467538783498240	718465844976754688	1
718467538783498240	718492500298575873	1
718467538783498240	718495056815124480	1
718467538783498240	718463496464265216	1
718467538783498240	718478798719741953	1
718467538783498240	718465463429251072	1
718467538783498240	718917307834114048	1
718467538783498240	718489926543765504	1
718467538783498240	718489190921478145	1
718467538783498240	718474127422656512	1
718467538783498240	718490135977922561	1
718467538783498240	718468060500344834	1
718467538783498240	718492795267194880	1
718467538783498240	718467804203122688	1
718467538783498240	718500679879294976	1
718467538783498240	718467960424239104	1
718467538783498240	718503857320435713	1
718467538783498240	718493874432425984	1
718467538783498240	718494856230776832	1
718467538783498240	718495756529721344	1
718467538783498240	718280766757695488	1
718467538783498240	718469330799865856	1
718467538783498240	718488449020375041	1
718467538783498240	718477703058468865	1
718467538783498240	718478561682853888	1
718467538783498240	718482325915308032	1
718467538783498240	718494478982512640	1
718467538783498240	718282336752766977	1
718467538783498240	718490462059802624	1
718467538783498240	718466065580343296	1
718467538783498240	718308771349598208	1
718467538783498240	718479650930966528	1
718467538783498240	718493903717081092	1
718467538783498240	718487933230034944	1
718467538783498240	718281049462194176	1
